row_idx,internal_id,title,ft_decision_primary,ft_decision_verifier,verifier_model,raw
181,07e07b2e,Advanced Process Discovery Techniques,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente e o título 'Advanced Process Discovery Techniques' sugere relevância marginal para process mining, mas sem contexto suficiente para confirmar aplicação a processos de desenvolvimento de software ou qualquer IC específico."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
186,aaff139f,Work in&#xa0;Progress Prediction for&#xa0;Business Processes Using Temporal Convolutional Networks,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando confirmação do domínio de aplicação. O título menciona predição de Work in Progress para processos de negócio usando TCN, o que pode ou não se relacionar a processos de desenvolvimento de software — relevância marginal que justifica pendência."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""forecasting"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""other_process_metric"",
  ""process_data_source"": ""unc"
185,cd042ad8,Publication IV: Evaluating Early Predictive Performance of Machine Learning Approaches for Engineering Change Schedule—A Case Study Using Predictive Process Monitoring Techniques,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação rigorosa do conteúdo. O título sugere relevância potencial para a SLR PATHCAST: menciona 'Predictive Process Monitoring' (alinhado a IC3/IC1), 'Engineering Change Schedule' (possível contexto de processo de SW) e machine learning para predição de agenda, o que pode corresponder a forecasting de métricas de processo em desenvolvimento de software."",
  ""matched_ic"": [""IC1"", ""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""forecasting"", ""insufficient_abstract"", ""full_text_requi"
187,502a0ca8,Mining Process Flowcharts from Business Data: An Evolutionary Approach,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação rigorosa. O título menciona 'process flowcharts' e 'business data' com abordagem evolutiva, sugerindo possível relevância para process mining, mas sem evidência de aplicação a processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""lo"
188,097b8e3b,Web Service Mining and Verification of Properties: An Approach Based on Event Calculus,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica mineração de web services e verificação de propriedades usando Event Calculus, o que sugere foco em serviços web e raciocínio formal, não em processos de desenvolvimento de software. Sem abstract disponível e sem evidência de aplicação a artefatos de SW (commits, issues, CI/CD) ou forecasting de métricas de processo, nenhum IC é atendido com confiança suficiente."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""not_"
190,2522cd5b,A comprehensive survey on intelligent software reliability prediction,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação precisa. O título menciona 'software reliability prediction', que pode ser relevante ao IC3 (forecasting de métricas de processo) ou IC2 (modelagem estocástica em SW), mas também pode ser um survey genérico de confiabilidade de software (mais próximo de EC4 ou EC2). Texto completo é necessário para decidir."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""reliability"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclea"
189,1b57144c,Causal Relation Detection for Activities from Heterogeneous Sources,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Causal Relation Detection for Activities from Heterogeneous Sources' sugere possível relevância para process mining (detecção de relações causais entre atividades), mas não é possível confirmar aplicação a processos de software sem o texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  """
191,2620df4c,Towards Model-Driven Digital Twin Engineering: Current Opportunities and Future Challenges,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se a Digital Twin Engineering com abordagem model-driven, sem nenhuma indicação de aplicação a processos de desenvolvimento de software, process mining ou modelagem estocástica de processos de SW. O abstract está ausente, mas o título não sugere relevância para o escopo da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""con"
192,e67c754b,Computing Alignments for&#xa0;Partially-Ordered Traces Through Petri Net Unfoldings,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impedindo avaliação definitiva. O título sugere process mining (alignments, Petri net unfoldings) para traces parcialmente ordenados, o que pode ser relevante para IC1, mas não há evidência de aplicação a processos de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""event_logs"",
  ""confidence"": ""low""
}"
194,069b06f9,Managing Uncertainty in ERP Project Estimation Practice: An Industrial Case Study,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação definitiva. O título sugere gestão de incerteza em estimativas de projetos ERP, o que pode envolver modelagem estocástica (IC2) ou forecasting de métricas de processo (IC3) em contexto de software, mas também pode tratar ERP como domínio de negócio sem foco em processo de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"
193,e806a9fa,LoGo: Combining Local and Global Techniques for Predictive Business Process Monitoring,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título indica técnicas de monitoramento preditivo de processos de negócio (PPM), que pode ser relevante para IC3 (forecasting de métricas de processo), mas não há evidência suficiente para determinar se o domínio inclui processos de desenvolvimento de software ou é exclusivamente de outros domínios de negócio."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""forecasting"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"","
195,9044b72d,Exploration of Process Mining Opportunities In Educational Software Engineering - The GitLab Analyser.,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e não é possível confirmar os critérios com certeza; contudo, o título menciona explicitamente 'Process Mining' em contexto de 'Educational Software Engineering' com uso de GitLab, sugerindo relevância potencial para IC1 e IC4, justificando revisão do texto completo."",
  ""matched_ic"": [""IC1"", ""IC4""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""software_process"", ""version_control"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": """
196,3fc080c9,"Declarative Process Specifications: Reasoning, Discovery, Monitoring",pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impedindo avaliação definitiva. O título sugere process mining (descoberta, monitoramento, especificações declarativas de processos), o que tem relevância marginal para IC1, mas não há evidência de aplicação a processos de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
198,ca71a3ab,Visual Patterns in Issue Tracking Data,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impedindo avaliação definitiva. O título sugere análise de dados de issue tracking, o que pode ser relevante para IC4 (mineração de repositórios para processo de SW), mas não há evidência suficiente para confirmar ou excluir."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""issue_tracking"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""issue_bug_workflow"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""issue_tracker"",
  ""confidence"": ""low""
}
"
199,5d994624,FAST: a framework for automating statistics-based testing,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se a um framework para automação de testes estatísticos, sem evidência de aplicação a process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios. O abstract está ausente, mas o título não sugere relevância para nenhum IC da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2"", ""EC3""],
  ""evidence_tags"": [],
  ""software_context"": ""software_testing"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""me"
200,82f5c048,Data Science in Action,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título 'Data Science in Action' é genérico e o resumo está ausente, sem qualquer indicação de aplicação a process mining, modelagem estocástica, forecasting ou processos de desenvolvimento de software. Sem evidência de relevância para o escopo da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""low""
}
```"
